2022-08-11 12:53:25,216 [myid:] - INFO  [main:QuorumPeerConfig@136] - Reading configuration from: /Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../conf/zoo.cfg
2022-08-11 12:53:25,238 [myid:] - INFO  [main:QuorumPeerConfig@388] - clientPortAddress is 0.0.0.0:2181
2022-08-11 12:53:25,238 [myid:] - INFO  [main:QuorumPeerConfig@392] - secureClientPort is not set
2022-08-11 12:53:25,243 [myid:] - INFO  [main:DatadirCleanupManager@78] - autopurge.snapRetainCount set to 3
2022-08-11 12:53:25,244 [myid:] - INFO  [main:DatadirCleanupManager@79] - autopurge.purgeInterval set to 0
2022-08-11 12:53:25,245 [myid:] - INFO  [main:DatadirCleanupManager@101] - Purge task is not scheduled.
2022-08-11 12:53:25,245 [myid:] - WARN  [main:QuorumPeerMain@125] - Either no config or no quorum defined in config, running  in standalone mode
2022-08-11 12:53:25,252 [myid:] - INFO  [main:ManagedUtil@45] - Log4j 1.2 jmx support found and enabled.
2022-08-11 12:53:25,264 [myid:] - INFO  [main:QuorumPeerConfig@136] - Reading configuration from: /Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../conf/zoo.cfg
2022-08-11 12:53:25,265 [myid:] - INFO  [main:QuorumPeerConfig@388] - clientPortAddress is 0.0.0.0:2181
2022-08-11 12:53:25,265 [myid:] - INFO  [main:QuorumPeerConfig@392] - secureClientPort is not set
2022-08-11 12:53:25,265 [myid:] - INFO  [main:ZooKeeperServerMain@118] - Starting server
2022-08-11 12:53:25,270 [myid:] - INFO  [main:FileTxnSnapLog@115] - zookeeper.snapshot.trust.empty : false
2022-08-11 12:53:25,297 [myid:] - INFO  [main:Environment@109] - Server environment:zookeeper.version=3.5.9-83df9301aa5c2a5d284a9940177808c01bc35cef, built on 01/06/2021 19:49 GMT
2022-08-11 12:53:25,298 [myid:] - INFO  [main:Environment@109] - Server environment:host.name=person
2022-08-11 12:53:25,298 [myid:] - INFO  [main:Environment@109] - Server environment:java.version=1.8.0_181
2022-08-11 12:53:25,299 [myid:] - INFO  [main:Environment@109] - Server environment:java.vendor=Oracle Corporation
2022-08-11 12:53:25,299 [myid:] - INFO  [main:Environment@109] - Server environment:java.home=/Library/Java/JavaVirtualMachines/jdk1.8.0_181.jdk/Contents/Home/jre
2022-08-11 12:53:25,299 [myid:] - INFO  [main:Environment@109] - Server environment:java.class.path=/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../zookeeper-server/target/classes:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../build/classes:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../zookeeper-server/target/lib/*.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../build/lib/*.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../lib/zookeeper-jute-3.5.9.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../lib/zookeeper-3.5.9.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../lib/slf4j-log4j12-1.7.25.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../lib/slf4j-api-1.7.25.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../lib/netty-transport-native-unix-common-4.1.50.Final.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../lib/netty-transport-native-epoll-4.1.50.Final.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../lib/netty-transport-4.1.50.Final.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../lib/netty-resolver-4.1.50.Final.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../lib/netty-handler-4.1.50.Final.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../lib/netty-common-4.1.50.Final.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../lib/netty-codec-4.1.50.Final.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../lib/netty-buffer-4.1.50.Final.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../lib/log4j-1.2.17.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../lib/json-simple-1.1.1.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../lib/jline-2.14.6.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../lib/jetty-util-ajax-9.4.35.v20201120.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../lib/jetty-util-9.4.35.v20201120.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../lib/jetty-servlet-9.4.35.v20201120.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../lib/jetty-server-9.4.35.v20201120.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../lib/jetty-security-9.4.35.v20201120.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../lib/jetty-io-9.4.35.v20201120.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../lib/jetty-http-9.4.35.v20201120.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../lib/javax.servlet-api-3.1.0.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../lib/jackson-databind-2.10.5.1.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../lib/jackson-core-2.10.5.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../lib/jackson-annotations-2.10.5.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../lib/commons-cli-1.2.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../lib/audience-annotations-0.5.0.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../zookeeper-*.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../zookeeper-server/src/main/resources/lib/*.jar:/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin/../conf:
2022-08-11 12:53:25,299 [myid:] - INFO  [main:Environment@109] - Server environment:java.library.path=/Users/y3/Library/Java/Extensions:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java:.
2022-08-11 12:53:25,299 [myid:] - INFO  [main:Environment@109] - Server environment:java.io.tmpdir=/var/folders/86/d8n5065x2js2sv2wl_dvqcx00000gn/T/
2022-08-11 12:53:25,299 [myid:] - INFO  [main:Environment@109] - Server environment:java.compiler=<NA>
2022-08-11 12:53:25,299 [myid:] - INFO  [main:Environment@109] - Server environment:os.name=Mac OS X
2022-08-11 12:53:25,299 [myid:] - INFO  [main:Environment@109] - Server environment:os.arch=x86_64
2022-08-11 12:53:25,300 [myid:] - INFO  [main:Environment@109] - Server environment:os.version=10.16
2022-08-11 12:53:25,300 [myid:] - INFO  [main:Environment@109] - Server environment:user.name=y3
2022-08-11 12:53:25,300 [myid:] - INFO  [main:Environment@109] - Server environment:user.home=/Users/y3
2022-08-11 12:53:25,300 [myid:] - INFO  [main:Environment@109] - Server environment:user.dir=/Users/y3/Downloads/BeGood/dubbo/apache-zookeeper-3.5.9-bin/bin
2022-08-11 12:53:25,300 [myid:] - INFO  [main:Environment@109] - Server environment:os.memory.free=233MB
2022-08-11 12:53:25,300 [myid:] - INFO  [main:Environment@109] - Server environment:os.memory.max=889MB
2022-08-11 12:53:25,300 [myid:] - INFO  [main:Environment@109] - Server environment:os.memory.total=245MB
2022-08-11 12:53:25,302 [myid:] - INFO  [main:ZooKeeperServer@953] - minSessionTimeout set to 4000
2022-08-11 12:53:25,302 [myid:] - INFO  [main:ZooKeeperServer@962] - maxSessionTimeout set to 40000
2022-08-11 12:53:25,302 [myid:] - INFO  [main:ZooKeeperServer@181] - Created server with tickTime 2000 minSessionTimeout 4000 maxSessionTimeout 40000 datadir /tmp/zookeeper/version-2 snapdir /tmp/zookeeper/version-2
2022-08-11 12:53:25,337 [myid:] - INFO  [main:Log@169] - Logging initialized @570ms to org.eclipse.jetty.util.log.Slf4jLog
2022-08-11 12:53:25,466 [myid:] - WARN  [main:ContextHandler@1660] - o.e.j.s.ServletContextHandler@6536e911{/,null,STOPPED} contextPath ends with /*
2022-08-11 12:53:25,466 [myid:] - WARN  [main:ContextHandler@1671] - Empty contextPath
